method,mean_kemeny,total_time_sec
transformer,16994.333333333332,0.7589263916015625
decor,17137.6666666667,20.9785118103027
max_agreement,17291.0,0.7617876529693604
min_regret,17294.333333333332,0.8313603401184082
borda,17372.333333333332,5.91278076171875e-05
markov_chain,17483.333333333332,0.0608918666839599
spearman,17494.333333333332,0.0084669589996337
kwiksort,18149.666666666668,0.71014404296875
