method,mean_kemeny,total_time_sec
transformer,10999.4,0.6979663372039795
decor,11020.8,21.7080082893372
kwiksort,11145.6,0.730546236038208
min_regret,11192.0,0.8545036315917969
spearman,11237.8,0.0066308975219726
max_agreement,11302.8,0.7826712131500244
borda,11325.0,5.841255187988281e-05
markov_chain,11639.4,0.0709435939788818
