method,mean_kemeny,total_time_sec
transformer,10496.3,0.6857824325561523
decor,10525.9,21.0685992240906
min_regret,10698.5,0.8386285305023193
spearman,10735.1,0.008796215057373
kwiksort,10765.7,0.7198729515075684
borda,10827.1,6.079673767089844e-05
max_agreement,10903.3,0.7556602954864502
markov_chain,11151.9,0.0665383338928222
