source_file,kemeny_distance,time_sec,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,rank_24,rank_25,rank_26,rank_27,rank_28,rank_29,rank_30,rank_31,rank_32,rank_33,rank_34,rank_35,rank_36,rank_37,rank_38,rank_39,rank_40,rank_41,rank_42,rank_43,rank_44,rank_45,rank_46,rank_47,rank_48,rank_49,rank_50,rank_51,rank_52,rank_53,rank_54,rank_55,rank_56,rank_57,rank_58,rank_59,rank_60,rank_61,rank_62,rank_63,rank_64,rank_65,rank_66,rank_67
MEAN/TOTAL,562.2,0.0264651775360107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013_10_voters_common.csv#0,562.2,0.0264651775360107,204,198,98,164,97,241,352,346,362,66,433,277,103,170,265,426,266,147,341,38,186,275,141,159,194,125,121,193,315,192,12,276,11,28,39,393,329,437,196,406,119,175,150,230,326,151,280,419,390,438,3,88,309,80,271,122,220,340,72,316,369,134,264,339,90,128,189
