method,mean_kemeny,total_time_sec
transformer,16555.333333333332,0.6900017261505127
decor,16675.0,21.1722040176392
max_agreement,16823.0,0.7621216773986816
min_regret,16827.666666666668,0.8270280361175537
borda,16862.333333333332,5.8650970458984375e-05
markov_chain,16993.333333333332,0.0714845657348632
spearman,17060.666666666668,0.0107693672180175
kwiksort,17784.666666666668,0.7183129787445068
