method,mean_kemeny,total_time_sec
transformer,67354.0,1.9409358501434328
decor,67385.3333333333,122.610815525055
kwiksort,69192.0,5.591261863708496
spearman,69450.66666666667,0.0564329624176025
min_regret,69833.33333333333,8.119675636291504
borda,70232.33333333333,0.0001263618469238
max_agreement,70585.66666666667,6.719118595123291
markov_chain,73580.0,0.5983176231384277
