method,mean_kemeny,total_time_sec
gurobi,2295.6,21.8441379070282
transformer,2310.8,0.2564361095428467
decor,2321.4,5.8414945602417
min_regret,2331.2,0.1165535449981689
max_agreement,2331.4,0.1102721691131591
borda,2340.4,6.771087646484375e-05
markov_chain,2353.2,0.4946002960205078
spearman,2360.6,0.0017933845520019
kwiksort,2362.4,0.1068031787872314
