method,mean_kemeny,total_time_sec
transformer,72816.66666666667,1.9397168159484863
decor,72837.0,125.464663267136
spearman,74865.33333333333,0.0624985694885253
kwiksort,74930.66666666667,5.620720624923706
min_regret,75556.33333333333,8.165706634521484
borda,75870.33333333333,0.0001263618469238
max_agreement,76325.33333333333,6.794280529022217
markov_chain,79244.66666666667,0.6054749488830566
